restart_count_last_5m,cpu_usage_pct,memory_usage_bytes,ready_replica_ratio,unavailable_replicas,network_receive_bytes_per_s,http_5xx_error_rate,failure
0,41.600225699155786,1704734992.265592,0.9623346178085622,2,135594.03577743788,1.4999100232500464e-05,0
0,41.7755015850975,442384972.10573775,0.9765611737330179,0,233993.18417950533,0.0012826777861430837,0
0,24.609464443552152,400438856.08201456,0.9674286580631768,0,308261.05875294586,4.855757945384697e-06,0
0,33.4110783838142,829705009.612371,0.926196060765511,0,265904.2317888094,5.263275848325406e-05,0
3,95.8311534828767,439049583.02314395,0.32254263538336553,9,754355.0222076981,0.04390758508161285,1
0,25.362730385482557,348247363.80470735,0.9660859549513673,0,2245713.0783487153,0.00014401844390736978,0
5,82.60300130539282,1396841186.0809882,0.2717870316397,9,6028.570181734567,0.029122716261075,1
0,47.582915998695086,513532818.99059033,0.9960752628823937,0,114372.71494558615,2.9354046969665485e-10,0
1,12.569265669508702,2735761390.124663,0.1695968095105633,10,421739.43686091865,0.018685394879459066,1
0,49.47419292825776,1179085083.443702,0.9776747747023103,0,1944632.5868562139,4.585489157487992e-05,0
0,88.74257930951825,7697586077.074583,0.604228398558735,4,22782.426011480104,0.01868533855497993,1
0,31.93209279822615,458074856.9281912,0.9398647382554062,0,392519.39769657666,6.703045159292224e-05,0
0,26.889568194734615,203968451.72774434,0.961582869818138,0,1823223.6716707186,0.0032461807796461753,0
0,38.010821000153534,391443867.26218355,0.9598555360859345,1,48381.870004096854,0.0046927891694418305,0
1,94.51657948191738,2092649938.871806,0.6087248189397726,4,1810066.2875844243,0.20628570420277248,1
1,100.0,4646885055.435088,0.3427808223304565,7,58059.96705663333,0.1375310862143722,1
0,50.64028090487315,410800676.8745466,0.9815872180135904,0,53363.70750105537,0.00015507609272157828,0
1,49.83209104209329,404544304.957873,0.9424088968086259,1,15634.392426832215,4.867512831856013e-09,0
3,0.5496566551371629,2335381717.51469,0.07877365039323767,9,14482.71112726676,0.057906829392094857,1
0,56.32862665049093,1050932912.1637256,0.9694082202174469,1,79365.64439677467,0.002360586228602992,0
0,84.46850294403862,7151247175.074362,0.11592869070454324,10,135215.40014755234,0.013978682164254795,1
1,90.78967418742172,501588505.58244586,0.20723943606081596,7,8942.958453156021,0.13373011753741837,1
0,26.358142929838856,433934171.81742895,0.9832412304520453,0,58457.55907815607,0.0037719889651832345,0
0,100.0,1904575738.2665753,0.6316050182575197,2,33903.28818389223,0.009784886581129007,1
0,55.913548840440214,1288674658.6211808,0.9918045580665624,0,918749.2894807259,0.005475562758330425,0
0,39.13334053183309,1031867228.9683064,0.9739344598609575,0,503582.59592966974,0.00047672178597126517,0
0,43.110038475400984,269101172.7715821,0.9488886653105675,0,103677.59421774503,4.5839403699160675e-07,0
0,33.83423819912832,1098196194.9880395,0.9625611109315808,0,240981.20240093907,0.000523277388812632,0
1,90.44835495175559,1158600898.227522,0.255402769473492,8,1494981.1002624913,0.036783796633722304,1
0,47.46710497924248,229619415.1279498,0.8867542058128376,1,324788.80255184596,0.00019011487803294156,0
1,83.97020857170466,1143844701.2591548,0.1721480674260993,7,2339665.976430186,0.2554725103084181,1
0,90.88432070119919,9270017302.555452,0.5354405044781881,3,33691.72533786145,0.05864144258437651,1
0,38.702549941396946,989469734.513781,0.9451821959344116,1,336858.3480519391,0.003238101555272821,0
4,94.92842829462779,1007187919.436197,0.16065800794709367,10,6458.442461247857,0.00848107239774576,1
0,33.96396984737495,2070459183.4778879,0.9656528548586839,0,1625021.0452840615,0.0013738334857306145,0
1,92.06997437124127,6740512907.565063,0.14274255183829931,8,31811.915584555867,0.03199033357170712,1
0,26.200304407654727,1281567057.2666175,0.9734870810448056,0,555788.7630687343,1.0455402214957748e-06,0
1,93.93798689810829,7093726611.088308,0.03971655248072561,10,2284927.4235485843,0.016963350185328917,1
0,16.170412111468345,826601305.4615347,0.9493900960808316,0,1957462.28477932,0.00019283942181970735,0
0,5.796110737583625,419066876.0603906,0.9288083367071841,1,304723.91025870416,0.0006663548506287086,0
0,34.355643836312865,1263939574.9168637,0.9122015345899145,3,651411.3267955513,0.004081874502897285,0
1,88.20957098554105,9988652974.457539,0.530192715360828,5,1383122.8360523346,0.013135721176969054,1
6,72.24944839349953,288146944.2295866,0.19524183854660912,8,3203750.4601317327,0.04749828570884981,1
3,79.06180308310309,496784551.4926118,0.252963927655066,7,2070383.193751984,0.018498430982952965,1
2,82.39416879601497,2299252633.20297,0.10988667794773181,8,1251248.265627631,0.07881883033642874,1
5,10.143180373135706,3303300639.9128957,0.2312952603943426,9,7423015.2146231765,0.20964664250635404,1
0,26.39569977343839,977740983.1355522,0.9703028809382619,1,748902.5934933518,2.0678507475459578e-05,0
0,36.1092730008977,114607401.60365605,0.9765410291117641,0,526522.6820009365,1.0077474119063744e-06,0
0,32.50745458511925,1079649050.1751676,0.9716723979428356,0,800619.6253803578,0.0005702276850942247,0
2,85.98768614259413,4142352541.648892,0.21732235035393055,8,22131.513161493276,0.023820461683404466,1
4,69.89783639189218,877403295.2556114,0.26487932120862084,7,4531737.21099382,0.07338958765830397,1
2,83.29161180257346,386901738.2141655,0.18956418227076435,9,1111606.0999165596,0.09107016116838974,1
3,84.60100442743317,5343835262.412581,0.25770101002491974,5,24059.494716915597,0.030115435444603343,1
0,39.75405325392603,1924438760.138178,0.9405780235712788,0,1895337.720913355,2.3251662112073544e-05,0
2,88.19372617928292,2702471554.4619274,0.18455332016526632,9,40545.77295223616,0.02715364223740756,1
0,36.63313134334767,945793863.5868179,0.9349961405533073,1,300160.2217898654,0.0003073381072230338,0
2,94.55133918794463,2436446537.2759094,0.08807116797751678,9,710696.8360048563,0.011049282826548877,1
1,51.09745437024814,5500838351.46667,0.11299313730109692,9,931593.8487738627,0.02448318680870397,1
0,77.40045089588705,408497752.8143211,0.9410677756798261,1,155132.1356985504,5.25113390937806e-06,0
1,31.866763591254156,313325329.5015459,0.9831181985114809,0,204124.5346703164,1.294829790396065e-05,0
5,100.0,654732246.4410349,0.43775896482683013,7,63206.850122989876,0.06741184812510968,1
0,75.45624917182509,1106439679.930952,0.2618720782406196,5,1256155.8788518198,0.012710742399621675,1
0,52.37695675528846,365107936.88150334,0.9744423007134887,0,96492.9571718486,2.3774436630802765e-05,0
3,89.16525396345592,4344597942.039166,0.30343710370276933,6,55341.027904143026,0.0832823578374543,1
1,95.16675416528393,2313676199.830465,0.3642738238482042,5,36314.66882852002,0.15514549516264253,1
0,50.529469865843694,828965117.9664956,0.9805845889075191,0,212585.0682719925,0.00045924485350827023,0
0,41.41611703754948,1060007138.288535,0.9565462299277969,0,226617.20730070237,9.578921861394054e-05,0
1,86.07580777920529,7045394970.59462,0.34998691457652265,3,11425.308764887848,0.07803749173715471,1
1,30.078387547227933,1257725217.456183,0.9511127159362619,0,772284.9273011623,0.005334857645218325,0
0,100.0,8031665572.282675,0.2406205147035131,7,57369.906548270454,0.2548834945590122,1
0,27.296352784555644,228585606.07658952,0.9893079125898467,0,113555.82812708167,0.0006381324130649434,0
0,26.11445621687302,328708252.3087739,0.9592361524498931,0,670405.4235903416,0.0006961551285697747,0
0,26.287498481635488,140357125.45426413,0.9918744405897079,0,233469.8946194106,0.0004833789461475541,0
4,69.86948342649886,3567370324.7386155,0.23044029705717475,5,29840.752577706076,0.010962217962498116,1
2,39.28667242054133,404616985.2747579,0.9455184704332799,1,245862.0227076195,0.00011983626243118327,0
6,3.372744075811829,2053788445.432991,0.15988841957873587,9,36873.712751594976,0.033968379294094464,1
2,5.223827783430323,3614746046.6844525,0.0692227385115383,10,317114.1201554073,0.2474360319259146,1
0,67.47400738414906,697693918.96563,0.98797025738777,0,598940.1128357018,0.0005199352172268046,0
0,30.926684294467,1252798488.0172098,0.9738661394562204,1,402582.8561692631,0.0025368906542255097,0
0,34.68891714412761,1200084106.1669357,0.9873556337759103,0,256405.34322596446,0.002112594050541352,0
0,64.97401293156956,659365783.9998062,0.9315995706306804,3,82187.02313614653,2.6153571072463407e-08,0
1,76.0177049168552,6047393737.769907,0.21144618382631186,8,701851.1405720162,0.3821480601033906,1
0,33.70980512493997,277573154.7730176,0.9359706429551382,0,63895.87810370286,6.534833900867356e-05,0
3,89.8280450594625,2378466323.5333114,0.32777347838122234,7,11727.455678200125,0.026307258511531796,1
0,48.24096824994015,684063343.9221221,0.9502860329754783,0,109278.24821989489,5.13823865993574e-05,0
0,35.65370639134022,1783267477.5902736,0.9264835033521379,0,53320.65731426467,6.826182449122914e-05,0
4,81.68160158413139,3562628259.1502666,0.27858765289472115,9,30129.708002541265,0.024132483250670963,1
5,10.418978306825217,3101040890.0859013,0.2257828526305846,7,5964280.643515423,0.06686859837654872,1
1,87.75196594780081,3826773652.432544,0.1733196168235098,7,2356414.207801994,0.026990531894430278,1
0,57.721703574378495,735261618.2838264,0.9817540701094705,0,195811.34153864367,0.0016476477933449686,0
0,88.668400706055,2900018797.8950534,0.3740740143294835,6,901964.7281443601,0.03614866669063388,1
0,35.45994358571317,2710445844.386757,0.9605992050813316,1,138922.1254772281,0.0005672854328099515,0
0,9.116438642543494,1957291803.6570497,0.53689785246066,3,4066.05377988999,0.042231844921537476,1
0,36.94598735912062,807048440.0919694,0.9287826981358045,0,299464.5563207791,0.00012014423391288316,0
1,79.62965826365071,1488792076.5831163,0.0845016268584007,9,24668655.353996366,0.2699369650397566,1
1,85.35754706919286,987325102.8866979,0.6060992441520281,4,2714083.865093348,0.027206104070924542,1
0,42.83524924706816,451296474.54612714,0.8753127337063035,0,1065350.607566788,7.951082135768658e-05,0
0,100.0,1369514462.0955606,0.3530667281308782,6,69322.29286844643,0.05412253131292864,1
0,6.747949349284077,1288499235.017761,0.34533035039916843,5,2407548.603240374,0.13206854307304913,1
1,79.26400595995653,1370119316.5194747,0.18813271475243248,7,184468.1645460085,0.2879140081174807,1
0,57.033561673779445,1046043865.7250031,0.9889971001038804,0,115190.77753709535,0.0005317461941995485,0
0,17.058218082981945,156839741.6670691,0.9716079756175406,0,653213.1563385424,7.692580095672034e-06,0
0,66.99175237925026,810881893.7515771,0.9677085406911539,0,365559.22406910866,0.002740924497201597,0
1,89.17949139081968,7540212188.110963,0.39225161019397337,6,14404486.276383432,0.14374169643432097,1
0,85.92641082425595,1069728177.8932198,0.1742411997758943,7,1297234.1142128555,0.04593209358908566,1
0,36.77706498693527,361893849.0461572,0.9930556705438007,0,1125794.4185832902,0.0015062616827143127,0
0,72.43867100574113,719471925.287345,0.11290683259546229,6,25163.594139339122,0.08655879906048071,1
2,0.6511961570433282,2197463547.132242,0.3350234652482575,5,21266.447603770033,0.04506358832142354,1
2,72.92893643557797,6637936734.10649,0.15421027708636018,9,4177268.7474131864,0.04981681755688803,1
2,80.19044870045211,335775990.2729266,0.1927284391124811,10,601761.6684780607,0.06347644759878361,1
0,24.118894878841548,496651157.7261027,0.9603333828228771,1,309456.59675317706,1.2037499123447647e-06,0
1,9.193136996539478,6038520008.565014,0.29419260571334765,8,2602.792513671059,0.04428150381069153,1
0,60.85050919584513,650765611.3168186,0.9884842240127265,0,487380.69495846826,0.0008696500924418784,0
0,36.2548561594445,199866632.23030972,0.9720734662246164,3,814786.748192296,3.223751391145567e-09,0
0,34.29385001934658,247558036.49926317,0.9817577959285494,0,214632.52609139602,0.0007949636506553512,0
5,84.03121855901885,10514957146.649952,0.031930635701817485,10,13571.280429155462,0.01875465695136912,1
0,36.85303769755664,928053766.064364,0.959582581340864,0,227693.8424556988,0.0005493809428666853,0
0,31.057630350142453,403435969.20695317,0.9557134470654164,1,144125.72174160485,0.0011557177384361732,0
0,47.624911612219485,1919421937.9714677,0.9858101818152386,0,123399.71247932562,3.708070173404111e-05,0
2,87.97036445637615,1039211662.4320894,0.21368838662028003,5,214037.67263294422,0.02359696009364303,1
1,8.346959955215615,2791874865.234894,0.2884671582014542,8,2579814.1799606523,0.014962321870007156,1
3,79.1404928225448,2823017189.4960628,0.3476014292707721,7,1255498.0656033263,0.049828253318070934,1
0,39.91480285709029,1049617841.2186251,0.9771787311139817,0,313651.30819721933,0.0015641800291903945,0
0,33.71864029023815,213455588.9358184,0.9340249028777012,2,665422.5863077213,1.2794541736959015e-07,0
4,93.89349286897034,2175289739.1478467,0.40441954048263645,5,8974.138394085125,0.014387750714817512,1
2,63.74861990532281,1253272557.0091262,0.461528415001761,6,1679569.6856089428,0.005824089997728757,1
2,95.83039736752002,8890421877.381674,0.22060626582831747,8,29699.951351035616,0.04759215686245417,1
0,40.3877856542509,67578994.90516397,0.9704934843871278,0,377901.5847818549,1.2633267788658545e-05,0
0,33.90254809101176,151472353.86981916,0.9762826884263768,0,537139.5923719446,8.250823411635714e-06,0
1,45.11106757583332,520603208.53037727,0.9653223980987079,0,183620.24807963692,2.50597757107509e-05,0
3,99.48154767488381,7420731375.118197,0.4061882461231737,5,7188983.274741663,0.1260065153906686,1
0,45.680078689996265,166040610.00319496,0.9908632644663803,0,199394.38360658937,0.0002507910618496345,0
1,87.393029453206,5345137997.003687,0.1745351040296199,9,3693332.9415022805,0.05555885180619398,1
4,91.11352169780614,2033117649.6154208,0.2472632430829586,8,2032835.103816118,0.14815660179825454,1
0,33.85408186766428,440650846.68783003,0.9736005603025674,0,676147.6777941985,0.005345097273901657,0
1,87.44153166854575,2578926981.675206,0.18653440788795006,9,45370.82190235408,0.199262620555112,1
0,39.53493203146145,787666302.446284,0.919948980618783,0,187367.22382963775,0.00031756642515617093,0
6,10.299762071504844,669643254.6267331,0.08291798152736704,10,482152.99493369344,0.01726580985446432,1
4,74.90756953691506,1374740862.1746268,0.43973258260288234,7,5955.998224205194,0.01655888660404598,1
0,42.916210736178314,205710143.85109454,0.9831339982766358,0,202558.47575882616,9.688822709894522e-05,0
1,78.9990754135284,6884945428.098128,0.15384909090138563,9,2688543.4351891354,0.03247660522568882,1
0,39.28599366055916,209873731.94822663,0.9246181482765706,0,43038.09447176991,2.0729663705634832e-06,0
0,27.123998150819748,730035090.5599732,0.9553474038832592,0,203120.08028430503,4.591134513131611e-05,0
1,75.98858467758913,171673894.8793133,0.4127589377467041,7,55448.56087459943,0.08211476047462937,1
0,46.914336272121915,165709379.3601669,0.9510501805533672,2,1127934.3252406276,2.9890733364726064e-06,0
0,40.13670175000573,2062962651.735973,0.984314174389222,0,1635117.291058783,0.00019648586592540366,0
0,44.88193425795011,1040600680.5550302,0.9634212877481622,0,861912.7224543317,3.096970283104752e-05,0
1,12.21794686265838,942562107.5368307,0.21724570408915922,9,1291256.7825003732,0.05723669939484443,1
0,57.218716893402984,707922195.4578075,0.9731466575990912,0,91305.47468450943,0.004954825707446363,0
0,34.554907182847046,218779926.30827698,0.9470180541776893,1,356555.4100967508,7.436372883128133e-05,0
0,48.776819724618576,1184074862.7663927,0.9780559928323784,0,298156.5231238543,7.96568355015516e-05,0
0,29.873739097547944,587920309.0330068,0.9966860447059823,0,272012.920159907,0.00027125919032728744,0
1,18.667959266039297,254209549.6605761,0.9503724394450295,0,992438.3599703694,0.003170925938653043,0
2,90.16518373536292,1234715159.4360676,0.1748314523507422,9,380844.0147539194,0.17038805437830185,1
2,88.71845820779131,4275230969.887979,0.11138811672720127,9,1538726.8927417707,0.03322080502303782,1
0,16.049108966562482,837506399.9676001,0.9114874766955379,1,354497.30978057935,0.003088944228153028,0
1,53.30740687547714,1147776420.3479288,0.9632610021117969,1,317159.88221546053,0.00032154666676654354,0
5,11.8706166692653,1887383210.1661792,0.1196504225550018,7,1124244.912547445,0.04364860123804287,1
0,53.64242360140676,270302770.1747888,0.9584478723272065,2,1285662.9279652638,0.005265281962972212,0
6,72.51558329807203,4037993121.7684045,0.21848233643321732,8,30515.548732457606,0.07168679102195706,1
0,37.18240727062698,1586632570.7794404,0.8835043767604511,1,123361.77080467182,0.0016516638917638783,0
4,94.45950843439773,12353253796.426128,0.18678311811740453,8,341816.5455818831,0.01504080645434578,1
0,35.443168625804404,602772571.8577762,0.9600823415813485,1,51862.75632092108,0.00215253240957667,0
0,33.32768931132845,881571604.564934,0.9857974729915356,0,360687.7425072975,0.002546183400963513,0
1,87.73559338648134,4488202014.170318,0.3985828859862326,8,922496.4817168651,0.028678415466274525,1
3,75.02507967894317,9807054510.416986,0.17897509360353378,8,5137864.91236265,0.04952891541158448,1
1,85.52404919598129,1525826411.900692,0.07750235292938544,10,874755.087192319,0.024491272816975242,1
1,71.2750167022803,5346853523.684181,0.19702793320275647,5,2667521.733384868,0.07064176456743754,1
5,100.0,9269459380.709492,0.338866381094358,4,702958.0410846369,0.019814180044586918,1
3,76.32680302358821,1310884074.4002724,0.07615839292252956,9,3980642.970894003,0.009984761503181195,1
4,10.99770000931088,2657552933.544608,0.06325292722709384,9,580170.4475252121,0.021977115233299475,1
4,74.69506400032178,2213214550.498906,0.36037418440114277,5,726798.164988665,0.02187982632645516,1
0,10.88909914078397,168052106.10385582,0.933255394471462,0,189006.6510938505,0.0002454235174333292,0
0,81.41099655186423,3115656951.0453124,0.3049166643047642,6,627735.6622581562,0.13733347413839703,1
1,77.9559475000717,2549537368.315571,0.341404472123726,7,987514.3235494294,0.2753350428741108,1
1,95.13476202783283,6334450413.64762,0.46278919225581483,7,1711454.4819880503,0.04000130124706504,1
0,53.250200586036314,443644169.31857973,0.971054427794104,0,1808474.4909774216,6.166928153862293e-07,0
1,97.58828976279491,996181082.5602136,0.05608387318765209,10,1758952.7976710745,0.22915385859763293,1
0,36.90281352424572,1371004820.7790935,0.9341214695885798,0,100144.10124995079,0.00012592853801836855,0
0,78.88914037336043,9204555482.403425,0.3333784909543024,5,27362.258231324602,0.05127874099858591,1
1,87.68433653256388,2698446530.1811585,0.24066524659766708,7,2760746.5383040723,0.022093261558802316,1
0,59.96939330523528,496587748.7128984,0.9087641457106593,2,702004.2418776954,2.5580732628990053e-08,0
4,87.10686175382193,1377421832.330947,0.42507138360923624,7,52409.229080935846,0.3798201414684571,1
0,42.87500372974626,378466318.3674958,0.9031160299467632,0,1364434.4710228876,0.0026466156333521495,0
0,29.055057877722476,2176102678.74529,0.984449702564088,0,83060.67189331923,0.00017999349160116574,0
1,89.81726365602395,1859151488.463045,0.1874431823897678,9,2430.880178642558,0.02156402362472646,1
1,100.0,5810495224.049195,0.3951730375345653,4,66245.34623483356,0.010487851796430232,1
0,48.67887498630735,438500117.83753365,0.9833843610825256,0,365286.4319191443,0.0074432970056982194,0
0,88.49568321937437,1174125473.698219,0.17343845472734362,8,21865.702055574766,0.058095294073715685,1
0,60.686725937486344,344713587.31855005,0.9695021594669567,0,813081.7463272015,0.0015420249071295506,0
0,56.55895360836488,777752768.4311029,0.9582225095585757,0,333682.6669694449,0.0003421642208819305,0
2,11.909653346014995,2074926966.9739792,0.508077321309586,3,12623.268035770061,0.04939420484449899,1
3,86.8330596420334,2685953895.949534,0.3144878773498912,7,2176142.128532785,0.020329946211156493,1
0,7.353964294396742,697159025.1308523,0.1743085423382358,7,11747808.241748154,0.037093641175379145,1
1,45.26086244058843,344217191.800439,0.9825709492208441,1,96098.67312183895,0.0008721490758832952,0
0,29.5558357881108,338856324.6941548,0.9789125228148167,0,441372.5372522392,0.0011337024245009195,0
0,51.454178159234026,476460733.5656906,0.9708176452284717,0,865064.7006397661,6.847960438811676e-05,0
1,46.3008644903448,167659943.2720744,0.9862217943307544,2,52097.429495225704,0.0003831462833279291,0
0,19.526836717386892,522269878.31509686,0.9696371033930249,0,430273.88158945984,0.0012752720356999008,0
0,94.2917464478024,2026140828.4075732,0.14452460982111487,10,1720476.024148069,0.04015433338332155,1
0,56.03661684918306,801633842.3549962,0.9208659661196007,0,693028.3553707051,0.0007173229402760781,0
1,42.21410264467336,394801933.3653982,0.9795820684286263,0,411429.68019565695,0.00031109784605195547,0
0,45.39718191241357,1795116191.1626167,0.9815490878880763,0,528654.7799645521,1.3295707201562416e-06,0
2,92.65698259783868,2442900184.4632044,0.6074141979715577,4,4423711.490982186,0.02786736318681103,1
0,38.31909470530047,831220370.4896019,0.9772337340059843,0,145449.61041820716,0.00012990010315411734,0
2,8.013648495554985,703656452.4326612,0.16384913661781675,9,990635.4280405673,0.012619713619063264,1
6,83.42351880670535,6415603962.935447,0.3594577875981278,7,188633.01722403424,0.03821943988588006,1
0,41.41195811360769,1172686462.649769,0.9737892841808046,0,120796.74068321289,1.985127257803294e-05,0
1,1.0602015059218788,3692274670.3701253,0.18011929788838835,8,210580.9037603838,0.27642825401573795,1
1,36.56755045315464,963041040.1617813,0.9911968788850671,0,611118.1022664119,6.424030340214412e-08,0
1,81.44325185607026,727507964.4088826,0.3196168104725846,6,22972.864175666004,0.04782445548800831,1
0,47.44421638243395,1079690177.7531562,0.9852873180111104,0,718189.8599388718,3.141746296000573e-05,0
0,56.88009050753171,1035035070.2833279,0.9676034078713255,0,594998.3090956485,0.002387422376281146,0
0,30.377836119520126,945083205.3501962,0.9529527470553217,1,183008.49752287785,0.0024265742945782424,0
1,3.785916114213756,2935887782.4948506,0.4315837192594445,5,1263142.9252889974,0.07680638034976302,1
0,86.32741478257338,7036949470.78999,0.17109997343797612,10,293658.6561331554,0.06632809365125635,1
0,38.455669137463566,211982171.01636022,0.9818886919496197,0,370172.7455347071,0.00014558287242311718,0
0,44.97307995374366,803923928.4210258,0.9692059394162943,0,255775.0138578605,0.006317441327422907,0
1,75.220444897207,819809934.154926,0.38787418932009105,6,14712.799552169607,0.014771273285479745,1
4,5.765723074599384,2887188260.6188273,0.33327380098567067,7,39557.3428938262,0.2622061226705266,1
0,53.52394602317516,496136627.89677614,0.9774063097606868,0,602561.6106203008,6.532308160403089e-05,0
0,54.126943993949155,289914164.90913045,0.9655896004805167,1,348309.2900910607,0.00018209549408664495,0
0,42.27803673222972,411644685.5482909,0.9718238142375336,1,1299716.7999539445,0.00010470625544834008,0
0,41.560609026323675,318631736.0365261,0.9344170490913606,0,222545.7657723187,0.001891009357453928,0
4,78.96325378711097,3184468481.467292,0.0964911807438403,7,4247890.004830244,0.0036423536708735465,1
2,78.67303166108306,2574173155.2963886,0.3757179852178285,7,8739.15256275739,0.19987505513885573,1
1,96.34189801426378,862494215.0439754,0.2410542603572656,9,1976385.5423437876,0.00808112869594447,1
0,46.563514180192456,505821441.6334546,0.9722989362026653,0,179627.619925353,0.0011642754066999166,0
1,81.58053449384494,651455301.7563545,0.20319543691164532,10,567687.9018630123,0.02900511669341243,1
4,96.28150585725403,5180093232.586567,0.45249365566179384,6,3131.1965121260946,0.04062331584801569,1
0,57.49344033653683,344806437.2946623,0.993003646288594,0,831023.4095071419,0.0002919198198298205,0
2,93.10918742172981,1186542968.536062,0.7316878463098148,1,11928.649339007501,0.059324257879245876,1
5,100.0,3876573978.0402093,0.5850243797067539,7,3153295.793378059,0.026362122262575803,1
0,66.81756771272951,435998856.1531394,0.26745752283640506,8,1600429.2556939484,0.25014503980056363,1
0,50.790772861733316,1528982800.561927,0.975785326885505,0,526260.2814236977,0.0006917761800483012,0
3,6.548847927249721,4074963166.8627176,0.2550187305719421,6,8481797.043893972,0.021102948924658773,1
